Index,m/z,Calibrated m/z,Calculated m/z,Peak Height,Resolving Power,S/N,Ion Charge,m/z Error (ppm),m/z Error Score,Isotopologue Similarity,Confidence Score,DBE,H/C,O/C,Heteroatom Class,Ion Type,Is Isotopologue,Mono Isotopic Index,Molecular Formula,C,H,O,S,N,13C,34S,18O,17O
1,107.0252,107.025086,107.025086,2015223,,0,-1,-1.061,-0.114,,,5,0.8,0.2,,,0,,C5 H3 N2 O,5,3,1,0,2,,,,
2,113.965618,113.965523,113.965523,2210086,,1,-1,-0.832,-0.095,,,4,0.333333333,0.666666667,,,0,,C3 N O2 S,3,0,2,1,1,,,,
3,126.056053,126.056052,126.056052,15409486,,0,-1,-0.005,-0.001,,,3,1.5,0.333333333,,,0,,C6 H8 N O2,6,8,2,0,1,,,,
4,126.056177,126.056052,126.056052,2691406,,0,-1,-0.995,-0.125,,,3,1.5,0.333333333,,,0,,C6 H8 N O2,6,8,2,0,1,,,,
5,130.025717,130.025815,130.025815,2485304,,0,-1,0.751,0.098,,,3,1.666666667,1,,,0,,C3 H4 N3 O3,3,4,3,0,3,,,,
6,141.055715,141.055718,141.055718,12050210,,,-1,0.022,0.003,,,3,1.428571429,0.428571429,,,0,,C7 H9 O3,7,9,3,0,0,,,,
7,145.123463,145.123403,145.123403,1932577,,,-1,-0.41,-0.06,,,0,2.25,0.25,,,0,,C8 H17 O2,8,17,2,0,0,,,,
8,147.041216,147.04113,147.04113,1949162,,0,-1,-0.585,-0.086,,,2,2,1,,,0,,C4 H7 N2 O4,4,7,4,0,2,,,,
9,153.092092,153.092103,153.092103,2491444,,,-1,0.071,0.011,,,3,1.555555556,0.222222222,,,0,,C9 H13 O2,9,13,2,0,0,,,,
10,154.050989,154.050967,154.050967,2021326,,0,-1,-0.143,-0.022,,,4,1.285714286,0.428571429,,,0,,C7 H8 N O3,7,8,3,0,1,,,,
11,155.107834,155.107753,155.107753,2075298,,,-1,-0.518,-0.08,,,2,1.777777778,0.222222222,,,0,,C9 H15 O2,9,15,2,0,0,,,,
12,160.970437,160.970274,160.970274,2733797,,,-1,-1.012,-0.163,,,8,0.25,0.25,,,0,,C8 H O2 S,8,1,2,1,0,,,,
13,161.006629,161.00666,161.00666,3161592,,,-1,0.191,0.031,,,7,0.666666667,0.111111111,,,0,,C9 H5 O S,9,5,1,1,0,,,,
14,161.009306,161.009161,161.009161,2103033,,,-1,-0.901,-0.145,,,3,1.2,1.2,,,0,,C5 H5 O6,5,5,6,0,0,,,,
15,161.997971,161.997886,161.997886,2221838,,0.333333333,-1,-0.524,-0.085,,,3,1.666666667,1,,,0,,C3 H4 N3 O3 S,3,4,3,1,3,,,,
16,165.05586,165.055718,165.055718,2159304,,,-1,-0.861,-0.142,,,5,1.111111111,0.333333333,,,0,,C9 H9 O3,9,9,3,0,0,,,,
17,171.066416,171.066282,171.066282,2531638,,,-1,-0.779,-0.133,,,3,1.5,0.5,,,0,,C8 H11 O4,8,11,4,0,0,,,,
18,173.006592,173.00666,173.00666,2159150,,,-1,0.392,0.068,,,8,0.6,0.1,,,0,,C10 H5 O S,10,5,1,1,0,,,,
19,175.061361,175.061197,175.061197,11548310,,,-1,-0.935,-0.164,,,2,1.714285714,0.714285714,,,0,,C7 H11 O5,7,11,5,0,0,,,,
20,176.035272,176.035317,176.035317,1967539,,0,-1,0.254,0.045,,,7,0.777777778,0.333333333,,,0,,C9 H6 N O3,9,6,3,0,1,,,,
21,176.976438,176.976422,176.976422,2033985,,0.5,-1,-0.089,-0.016,,,8,0.285714286,0.285714286,,,0,,C7 H N2 O2 S,7,1,2,1,2,,,,
22,179.035133,179.034982,179.034982,3019119,,,-1,-0.842,-0.151,,,6,0.888888889,0.444444444,,,0,,C9 H7 O4,9,7,4,0,0,,,,
23,179.071545,179.071368,179.071368,64041352,,,-1,-0.987,-0.177,,,5,1.2,0.3,,,0,,C10 H11 O3,10,11,3,0,0,,,,
24,181.050727,181.050632,181.050632,2300190,,,-1,-0.524,-0.095,,,5,1.111111111,0.444444444,,,0,,C9 H9 O4,9,9,4,0,0,,,,
25,181.087163,181.087018,181.087018,30730040,,,-1,-0.804,-0.146,,,4,1.4,0.3,,,0,,C10 H13 O3,10,13,3,0,0,,,,
26,183.066396,183.066282,183.066282,4109544,,,-1,-0.619,-0.113,,,4,1.333333333,0.444444444,,,0,,C9 H11 O4,9,11,4,0,0,,,,
27,185.0455,185.045547,185.045547,2107567,,,-1,0.253,0.047,,,4,1.25,0.625,,,0,,C8 H9 O5,8,9,5,0,0,,,,
28,188.986126,188.986318,188.986318,2090349,,,-1,1.016,0.192,,,4,1,0.833333333,,,0,,C6 H5 O5 S,6,5,5,1,0,,,,
29,189.076932,189.076847,189.076847,7928500,,,-1,-0.45,-0.085,,,2,1.75,0.625,,,0,,C8 H13 O5,8,13,5,0,0,,,,
30,191.107782,191.107753,191.107753,2138333,,,-1,-0.148,-0.028,,,5,1.333333333,0.166666667,,,0,,C12 H15 O2,12,15,2,0,0,,,,
31,192.066754,192.066617,192.066617,2259915,,0,-1,-0.714,-0.137,,,6,1.1,0.3,,,0,,C10 H10 N O3,10,10,3,0,1,,,,
32,193.087156,193.087018,193.087018,8869613,,,-1,-0.715,-0.138,,,5,1.272727273,0.272727273,,,0,,C11 H13 O3,11,13,3,0,0,,,,
33,193.09046,193.090389,193.090389,6741744,,,-1,-0.365,-0.07,,,0,2.25,0.375,,,0,,C8 H17 O3 S,8,17,3,1,0,,,,
34,194.045985,194.045881,194.045881,10152417,,0,-1,-0.533,-0.103,,,6,1,0.444444444,,,0,,C9 H8 N O4,9,8,4,0,1,,,,
35,195.019835,195.020001,195.020001,2130404,,0,-1,0.849,0.166,,,11,0.363636364,0.181818182,,,0,,C11 H3 N2 O2,11,3,2,0,2,,,,
36,195.066393,195.066282,195.066282,14194953,,,-1,-0.568,-0.111,,,5,1.2,0.4,,,0,,C10 H11 O4,10,11,4,0,0,,,,
37,195.114043,195.113901,195.113901,2247471,,0,-1,-0.724,-0.141,,,4,1.6,0.2,,,0,,C10 H15 N2 O2,10,15,2,0,2,,,,
38,197.009135,197.009161,197.009161,2220817,,,-1,0.134,0.026,,,6,0.75,0.75,,,0,,C8 H5 O6,8,5,6,0,0,,,,
39,197.082039,197.081932,197.081932,49751884,,,-1,-0.541,-0.107,,,4,1.4,0.4,,,0,,C10 H13 O4,10,13,4,0,0,,,,
40,199.061299,199.061197,199.061197,2982776,,,-1,-0.51,-0.101,,,4,1.333333333,0.555555556,,,0,,C9 H11 O5,9,11,5,0,0,,,,
41,199.076589,199.076453,199.076453,2215300,,,-1,-0.681,-0.135,,,8,0.923076923,0.153846154,,,0,,C13 H11 O2,13,11,2,0,0,,,,
42,199.097704,199.097583,199.097583,13063573,,,-1,-0.608,-0.121,,,3,1.6,0.4,,,0,,C10 H15 O4,10,15,4,0,0,,,,
43,201.076869,201.076847,201.076847,3396038,,,-1,-0.111,-0.022,,,3,1.555555556,0.555555556,,,0,,C9 H13 O5,9,13,5,0,0,,,,
44,201.088001,201.08808,201.08808,2371535,,0,-1,0.393,0.079,,,3,1.75,0.5,,,0,,C8 H13 N2 O4,8,13,4,0,2,,,,
45,202.108662,202.108482,202.108482,2365186,,0,-1,-0.894,-0.181,,,2,1.888888889,0.444444444,,,0,,C9 H16 N O4,9,16,4,0,1,,,,
46,203.0926,203.092497,203.092497,4072983,,,-1,-0.505,-0.102,,,2,1.777777778,0.555555556,,,0,,C9 H15 O5,9,15,5,0,0,,,,
47,204.066682,204.066617,204.066617,5250341,,0,-1,-0.322,-0.066,,,7,1,0.272727273,,,0,,C11 H10 N O3,11,10,3,0,1,,,,
48,204.139174,204.139388,204.139388,2237279,,0,-1,1.046,0.214,,,5,1.461538462,0.076923077,,,0,,C13 H18 N O,13,18,1,0,1,,,,
49,205.03553,205.035376,205.035376,2631214,,,-1,-0.749,-0.153,,,3,1.428571429,1,,,0,,C7 H9 O7,7,9,7,0,0,,,,
50,205.050729,205.050632,205.050632,3958330,,,-1,-0.473,-0.097,,,7,0.909090909,0.363636364,,,0,,C11 H9 O4,11,9,4,0,0,,,,
51,205.08717,205.087018,205.087018,2520151,,,-1,-0.742,-0.152,,,6,1.166666667,0.25,,,0,,C12 H13 O3,12,13,3,0,0,,,,
52,207.102697,207.102668,207.102668,2899621,,,-1,-0.14,-0.029,,,5,1.333333333,0.25,,,0,,C12 H15 O3,12,15,3,0,0,,,,
53,208.015113,208.01525,208.01525,2237054,,0,-1,0.658,0.137,,,12,0.272727273,0.181818182,,,0,,C11 H2 N3 O2,11,2,2,0,3,,,,
54,209.049009,209.048918,209.048918,3671735,,,-1,-0.433,-0.09,,,1,2,0.714285714,,,0,,C7 H13 O5 S,7,13,5,1,0,,,,
55,209.082036,209.081932,209.081932,7470289,,,-1,-0.497,-0.104,,,5,1.272727273,0.363636364,,,0,,C11 H13 O4,11,13,4,0,0,,,,
56,209.118294,209.118318,209.118318,2541294,,,-1,0.116,0.024,,,4,1.5,0.25,,,0,,C12 H17 O3,12,17,3,0,0,,,,
57,209.129624,209.129551,209.129551,3496695,,0,-1,-0.346,-0.072,,,4,1.636363636,0.181818182,,,0,,C11 H17 N2 O2,11,17,2,0,2,,,,
58,211.028281,211.028183,211.028183,31470300,,,-1,-0.464,-0.098,,,1,2,1,,,0,,C6 H11 O6 S,6,11,6,1,0,,,,
59,211.064716,211.064568,211.064568,351556352,,,-1,-0.698,-0.147,,,0,2.285714286,0.714285714,,,0,,C7 H15 O5 S,7,15,5,1,0,,,,
60,211.079795,211.079824,211.079824,3034884,,,-1,0.141,0.03,,,4,1.454545455,0.181818182,,,0,,C11 H15 O2 S,11,15,2,1,0,,,,
61,211.097731,211.097583,211.097583,9079570,,,-1,-0.703,-0.148,,,4,1.454545455,0.363636364,,,0,,C11 H15 O4,11,15,4,0,0,,,,
62,212.067578,212.067679,212.067679,7728657,,0,-1,0.478,0.101,,,5,1.375,0.5,,,0,,C8 H10 N3 O4,8,10,4,0,3,,,,
63,212.086225,212.086307,212.086307,32953888,,0.333333333,-1,0.385,0.082,,,4,1.666666667,0.111111111,,,0,,C9 H14 N3 O S,9,14,1,1,3,,,,
64,213.076944,213.076847,213.076847,25893164,,,-1,-0.455,-0.097,,,4,1.4,0.5,,,0,,C10 H13 O5,10,13,5,0,0,,,,
65,213.092209,213.092103,213.092103,2095417,,,-1,-0.496,-0.106,,,8,1,0.142857143,,,0,,C14 H13 O2,14,13,2,0,0,,,,
66,213.113205,213.113233,213.113233,2091849,,,-1,0.132,0.028,,,3,1.636363636,0.363636364,,,0,,C11 H17 O4,11,17,4,0,0,,,,
67,215.056198,215.056112,215.056112,13553467,,,-1,-0.403,-0.087,,,4,1.333333333,0.666666667,,,0,,C9 H11 O6,9,11,6,0,0,,,,
68,215.08274,215.082601,215.082601,2104656,,0,-1,-0.644,-0.139,,,8,1,0.166666667,,,0,,C12 H11 N2 O2,12,11,2,0,2,,,,
69,215.092614,215.092497,215.092497,30760792,,,-1,-0.545,-0.117,,,3,1.6,0.5,,,0,,C10 H15 O5,10,15,5,0,0,,,,
70,215.103851,215.103731,215.103731,5514080,,0,-1,-0.561,-0.121,,,3,1.777777778,0.444444444,,,0,,C9 H15 N2 O4,9,15,4,0,2,,,,
71,217.10824,217.108147,217.108147,5013875,,,-1,-0.425,-0.092,,,2,1.8,0.5,,,0,,C10 H17 O5,10,17,5,0,0,,,,
72,218.045938,218.045881,218.045881,10041412,,0,-1,-0.262,-0.057,,,8,0.818181818,0.363636364,,,0,,C11 H8 N O4,11,8,4,0,1,,,,
73,218.082034,218.082267,218.082267,2440800,,0,-1,1.069,0.233,,,7,1.083333333,0.25,,,0,,C12 H12 N O3,12,12,3,0,1,,,,
74,218.103505,218.103396,218.103396,26683504,,0,-1,-0.497,-0.108,,,2,1.888888889,0.555555556,,,0,,C9 H16 N O5,9,16,5,0,1,,,,
75,219.066467,219.066282,219.066282,2284881,,,-1,-0.84,-0.184,,,7,1,0.333333333,,,0,,C12 H11 O4,12,11,4,0,0,,,,
76,219.102803,219.102668,219.102668,7953261,,,-1,-0.617,-0.135,,,6,1.230769231,0.230769231,,,0,,C13 H15 O3,13,15,3,0,0,,,,
77,220.0616,220.061531,220.061531,2713157,,0,-1,-0.311,-0.068,,,7,1,0.363636364,,,0,,C11 H10 N O4,11,10,4,0,1,,,,
78,221.045673,221.045547,221.045547,10565932,,,-1,-0.57,-0.126,,,7,0.909090909,0.454545455,,,0,,C11 H9 O5,11,9,5,0,0,,,,
79,221.048993,221.048918,221.048918,2118959,,,-1,-0.337,-0.075,,,2,1.75,0.625,,,0,,C8 H13 O5 S,8,13,5,1,0,,,,
80,221.082156,221.081932,221.081932,3465032,,,-1,-1.01,-0.223,,,6,1.166666667,0.333333333,,,0,,C12 H13 O4,12,13,4,0,0,,,,
81,221.085428,221.085304,221.085304,4248906,,,-1,-0.56,-0.124,,,1,2,0.444444444,,,0,,C9 H17 O4 S,9,17,4,1,0,,,,
82,222.001738,222.001909,222.001909,2106105,,1,-1,0.766,0.17,,,12,0.384615385,0.076923077,,,0,,C13 H4 N O S,13,4,1,1,1,,,,
83,222.044202,222.044167,222.044167,23946264,,1,-1,-0.155,-0.034,,,2,1.857142857,0.714285714,,,0,,C7 H12 N O5 S,7,12,5,1,1,,,,
84,222.077254,222.077181,222.077181,4165681,,0,-1,-0.328,-0.073,,,6,1.181818182,0.363636364,,,0,,C11 H12 N O4,11,12,4,0,1,,,,
85,222.986057,222.985924,222.985924,2079957,,,-1,-0.597,-0.133,,,12,0.307692308,0.153846154,,,0,,C13 H3 O2 S,13,3,2,1,0,,,,
86,223.061244,223.061197,223.061197,10419980,,,-1,-0.211,-0.047,,,6,1.090909091,0.454545455,,,0,,C11 H11 O5,11,11,5,0,0,,,,
87,223.064658,223.064568,223.064568,20797198,,,-1,-0.4,-0.089,,,1,2,0.625,,,0,,C8 H15 O5 S,8,15,5,1,0,,,,
88,225.043859,225.043833,225.043833,183368896,,,-1,-0.117,-0.026,,,1,2,0.857142857,,,0,,C7 H13 O6 S,7,13,6,1,0,,,,
89,225.076955,225.076847,225.076847,15969491,,,-1,-0.478,-0.108,,,5,1.272727273,0.454545455,,,0,,C11 H13 O5,11,13,5,0,0,,,,
90,225.080315,225.080218,225.080218,116980952,,,-1,-0.429,-0.097,,,0,2.25,0.625,,,0,,C8 H17 O5 S,8,17,5,1,0,,,,
91,225.088074,225.08808,225.08808,2100443,,0,-1,0.031,0.007,,,5,1.4,0.4,,,0,,C10 H13 N2 O4,10,13,4,0,2,,,,
92,225.113314,225.113233,225.113233,2073326,,,-1,-0.36,-0.081,,,4,1.5,0.333333333,,,0,,C12 H17 O4,12,17,4,0,0,,,,
93,227.002065,227.001968,227.001968,3138110,,,-1,-0.429,-0.097,,,6,0.888888889,0.555555556,,,0,,C9 H7 O5 S,9,7,5,1,0,,,,
94,227.056134,227.056112,227.056112,3806821,,,-1,-0.099,-0.022,,,5,1.2,0.6,,,0,,C10 H11 O6,10,11,6,0,0,,,,
95,227.067419,227.067345,227.067345,3861101,,0,-1,-0.324,-0.074,,,5,1.333333333,0.555555556,,,0,,C9 H11 N2 O5,9,11,5,0,2,,,,
96,227.092548,227.092497,227.092497,7959167,,,-1,-0.223,-0.051,,,4,1.454545455,0.454545455,,,0,,C11 H15 O5,11,15,5,0,0,,,,
97,227.103835,227.103731,227.103731,14041735,,0,-1,-0.458,-0.104,,,4,1.6,0.4,,,0,,C10 H15 N2 O4,10,15,4,0,2,,,,
98,227.201741,227.201654,227.201654,4009677,,,-1,-0.386,-0.088,,,1,2,0.142857143,,,0,,C14 H27 O2,14,27,2,0,0,,,,
99,229.071828,229.071762,229.071762,9181170,,,-1,-0.289,-0.066,,,4,1.4,0.6,,,0,,C10 H13 O6,10,13,6,0,0,,,,
100,229.108198,229.108147,229.108147,6728716,,,-1,-0.224,-0.051,,,3,1.636363636,0.454545455,,,0,,C11 H17 O5,11,17,5,0,0,,,,
101,229.119388,229.119381,229.119381,3610644,,0,-1,-0.032,-0.007,,,3,1.8,0.4,,,0,,C10 H17 N2 O4,10,17,4,0,2,,,,
102,230.103454,230.103396,230.103396,5121726,,0,-1,-0.252,-0.058,,,3,1.7,0.5,,,0,,C10 H16 N O5,10,16,5,0,1,,,,
103,230.139824,230.139782,230.139782,6608599,,0,-1,-0.183,-0.042,,,2,1.909090909,0.363636364,,,0,,C11 H20 N O4,11,20,4,0,1,,,,
104,231.087548,231.087412,231.087412,17919328,,,-1,-0.591,-0.137,,,3,1.6,0.6,,,0,,C10 H15 O6,10,15,6,0,0,,,,
105,231.102884,231.102668,231.102668,3300714,,,-1,-0.936,-0.216,,,7,1.142857143,0.214285714,,,0,,C14 H15 O3,14,15,3,0,0,,,,
106,231.123815,231.123797,231.123797,19365240,,,-1,-0.077,-0.018,,,2,1.818181818,0.454545455,,,0,,C11 H19 O5,11,19,5,0,0,,,,
107,232.119138,232.119046,232.119046,16564249,,0,-1,-0.397,-0.092,,,2,1.9,0.5,,,0,,C10 H18 N O5,10,18,5,0,1,,,,
108,233.066738,233.066676,233.066676,15930002,,,-1,-0.267,-0.062,,,3,1.555555556,0.777777778,,,0,,C9 H13 O7,9,13,7,0,0,,,,
109,233.082014,233.081932,233.081932,4356764,,,-1,-0.351,-0.082,,,7,1.076923077,0.307692308,,,0,,C13 H13 O4,13,13,4,0,0,,,,
110,233.118348,233.118318,233.118318,3965620,,,-1,-0.13,-0.03,,,6,1.285714286,0.214285714,,,0,,C14 H17 O3,14,17,3,0,0,,,,
111,233.150818,233.150681,233.150681,2169034,,0,-1,-0.588,-0.137,,,1,2.2,0.4,,,0,,C10 H21 N2 O4,10,21,4,0,2,,,,
112,235.061229,235.061197,235.061197,2977705,,,-1,-0.135,-0.032,,,7,1,0.416666667,,,0,,C12 H11 O5,12,11,5,0,0,,,,
113,235.097557,235.097583,235.097583,2358721,,,-1,0.107,0.025,,,6,1.230769231,0.307692308,,,0,,C13 H15 O4,13,15,4,0,0,,,,
114,235.100988,235.100954,235.100954,6049731,,,-1,-0.145,-0.034,,,1,2,0.4,,,0,,C10 H19 O4 S,10,19,4,1,0,,,,
115,235.108758,235.108816,235.108816,2108104,,0,-1,0.246,0.058,,,6,1.333333333,0.25,,,0,,C12 H15 N2 O3,12,15,3,0,2,,,,
116,236.056379,236.056446,236.056446,3676709,,0,-1,0.283,0.067,,,7,1,0.454545455,,,0,,C11 H10 N O5,11,10,5,0,1,,,,
117,237.040366,237.040462,237.040462,2320528,,,-1,0.403,0.095,,,7,0.909090909,0.545454545,,,0,,C11 H9 O6,11,9,6,0,0,,,,
118,237.076895,237.076847,237.076847,5339303,,,-1,-0.203,-0.048,,,6,1.166666667,0.416666667,,,0,,C12 H13 O5,12,13,5,0,0,,,,
119,237.080302,237.080218,237.080218,39722152,,,-1,-0.352,-0.083,,,1,2,0.555555556,,,0,,C9 H17 O5 S,9,17,5,1,0,,,,
120,237.113309,237.113233,237.113233,6145214,,,-1,-0.321,-0.076,,,5,1.384615385,0.307692308,,,0,,C13 H17 O4,13,17,4,0,0,,,,
121,238.013761,238.01393,238.01393,2314730,,0.333333333,-1,0.708,0.169,,,3,1.8,1.2,,,0,,C5 H8 N3 O6 S,5,8,6,1,3,,,,
122,238.090731,238.090724,238.090724,8627993,,1,-1,-0.032,-0.008,,,5,1.416666667,0.166666667,,,0,,C12 H16 N O2 S,12,16,2,1,1,,,,
123,239.056082,239.056112,239.056112,199565664,,,-1,0.126,0.03,,,6,1.090909091,0.545454545,,,0,,C11 H11 O6,11,11,6,0,0,,,,
124,239.092402,239.092497,239.092497,2418042,,,-1,0.398,0.095,,,5,1.333333333,0.416666667,,,0,,C12 H15 O5,12,15,5,0,0,,,,
125,239.095967,239.095868,239.095868,5362044,,,-1,-0.411,-0.098,,,0,2.222222222,0.555555556,,,0,,C9 H19 O5 S,9,19,5,1,0,,,,
126,240.062701,240.062594,240.062594,2507196,,0,-1,-0.445,-0.107,,,6,1.222222222,0.555555556,,,0,,C9 H10 N3 O5,9,10,5,0,3,,,,
127,241.071785,241.071762,241.071762,400336384,,,-1,-0.098,-0.024,,,5,1.272727273,0.545454545,,,0,,C11 H13 O6,11,13,6,0,0,,,,
128,241.108217,241.108147,241.108147,5764640,,,-1,-0.291,-0.07,,,4,1.5,0.416666667,,,0,,C12 H17 O5,12,17,5,0,0,,,,
129,241.119358,241.119381,241.119381,6166054,,0,-1,0.092,0.022,,,4,1.636363636,0.363636364,,,0,,C11 H17 N2 O4,11,17,4,0,2,,,,
130,241.144573,241.144533,241.144533,2178613,,,-1,-0.167,-0.04,,,3,1.692307692,0.307692308,,,0,,C13 H21 O4,13,21,4,0,0,,,,
131,242.066961,242.067011,242.067011,2351685,,0,-1,0.207,0.05,,,5,1.3,0.6,,,0,,C10 H12 N O6,10,12,6,0,1,,,,
132,242.139745,242.139782,242.139782,2473070,,0,-1,0.152,0.037,,,3,1.75,0.333333333,,,0,,C12 H20 N O4,12,20,4,0,1,,,,
133,243.033315,243.033268,243.033268,5401188,,,-1,-0.191,-0.046,,,5,1.2,0.5,,,0,,C10 H11 O5 S,10,11,5,1,0,,,,
134,243.051039,243.051026,243.051026,2978413,,,-1,-0.051,-0.012,,,5,1.2,0.7,,,0,,C10 H11 O7,10,11,7,0,0,,,,
135,243.087428,243.087412,243.087412,53488256,,,-1,-0.066,-0.016,,,4,1.454545455,0.545454545,,,0,,C11 H15 O6,11,15,6,0,0,,,,
136,243.098667,243.098645,243.098645,2321032,,0,-1,-0.092,-0.022,,,4,1.6,0.5,,,0,,C10 H15 N2 O5,10,15,5,0,2,,,,
137,243.10267,243.102668,243.102668,2718346,,,-1,-0.009,-0.002,,,8,1.066666667,0.2,,,0,,C15 H15 O3,15,15,3,0,0,,,,
138,243.12382,243.123797,243.123797,3310742,,,-1,-0.094,-0.023,,,3,1.666666667,0.416666667,,,0,,C12 H19 O5,12,19,5,0,0,,,,
139,243.135018,243.135031,243.135031,4915868,,0,-1,0.05,0.012,,,3,1.818181818,0.363636364,,,0,,C11 H19 N2 O4,11,19,4,0,2,,,,
140,243.160181,243.160183,243.160183,2301098,,,-1,0.009,0.002,,,2,1.846153846,0.307692308,,,0,,C13 H23 O4,13,23,4,0,0,,,,
141,244.082773,244.082661,244.082661,4456612,,0,-1,-0.458,-0.112,,,4,1.5,0.6,,,0,,C10 H14 N O6,10,14,6,0,1,,,,
142,244.118921,244.119046,244.119046,2137272,,0,-1,0.515,0.126,,,3,1.727272727,0.454545455,,,0,,C11 H18 N O5,11,18,5,0,1,,,,
143,244.155478,244.155432,244.155432,5072076,,0,-1,-0.189,-0.046,,,2,1.916666667,0.333333333,,,0,,C12 H22 N O4,12,22,4,0,1,,,,
144,244.951123,244.950995,244.950995,2151031,,0.5,-1,-0.52,-0.127,,,7,0.333333333,1.166666667,,,0,,C6 H N2 O7 S,6,1,7,1,2,,,,
145,245.066733,245.066676,245.066676,5845685,,,-1,-0.231,-0.057,,,4,1.4,0.7,,,0,,C10 H13 O7,10,13,7,0,0,,,,
146,245.085379,245.085304,245.085304,3867326,,,-1,-0.309,-0.076,,,3,1.636363636,0.363636364,,,0,,C11 H17 O4 S,11,17,4,1,0,,,,
147,245.093219,245.093166,245.093166,9193154,,0,-1,-0.215,-0.053,,,8,1.076923077,0.230769231,,,0,,C13 H13 N2 O3,13,13,3,0,2,,,,
148,245.103112,245.103062,245.103062,6351560,,,-1,-0.203,-0.05,,,3,1.636363636,0.545454545,,,0,,C11 H17 O6,11,17,6,0,0,,,,
149,245.114268,245.114295,245.114295,5383886,,0,-1,0.111,0.027,,,3,1.8,0.5,,,0,,C10 H17 N2 O5,10,17,5,0,2,,,,
150,245.11835,245.118318,245.118318,4191952,,,-1,-0.129,-0.032,,,7,1.2,0.2,,,0,,C15 H17 O3,15,17,3,0,0,,,,
151,246.098223,246.098311,246.098311,2270419,,0,-1,0.357,0.088,,,3,1.7,0.6,,,0,,C10 H16 N O6,10,16,6,0,1,,,,
152,247.039399,247.039416,247.039416,9779894,,0.5,-1,0.071,0.017,,,4,1.5,0.625,,,0,,C8 H11 N2 O5 S,8,11,5,1,2,,,,
153,247.082362,247.082326,247.082326,2722508,,,-1,-0.142,-0.035,,,3,1.6,0.7,,,0,,C10 H15 O7,10,15,7,0,0,,,,
154,247.097641,247.097583,247.097583,13652692,,,-1,-0.238,-0.059,,,7,1.142857143,0.285714286,,,0,,C14 H15 O4,14,15,4,0,0,,,,
155,247.118732,247.118712,247.118712,3188447,,,-1,-0.081,-0.02,,,2,1.818181818,0.545454545,,,0,,C11 H19 O6,11,19,6,0,0,,,,
156,247.134031,247.133968,247.133968,7703271,,,-1,-0.255,-0.063,,,6,1.333333333,0.2,,,0,,C15 H19 O3,15,19,3,0,0,,,,
157,247.137406,247.137339,247.137339,15856360,,,-1,-0.268,-0.066,,,1,2,0.25,,,0,,C12 H23 O3 S,12,23,3,1,0,,,,
158,249.076872,249.076847,249.076847,3609261,,,-1,-0.098,-0.025,,,7,1.076923077,0.384615385,,,0,,C13 H13 O5,13,13,5,0,0,,,,
159,249.08018,249.080218,249.080218,2790063,,,-1,0.155,0.039,,,2,1.8,0.5,,,0,,C10 H17 O5 S,10,17,5,1,0,,,,
160,249.088156,249.08808,249.08808,3313331,,0,-1,-0.305,-0.076,,,7,1.166666667,0.333333333,,,0,,C12 H13 N2 O4,12,13,4,0,2,,,,
161,249.113237,249.113233,249.113233,12650175,,,-1,-0.018,-0.005,,,6,1.285714286,0.285714286,,,0,,C14 H17 O4,14,17,4,0,0,,,,
162,249.116545,249.116604,249.116604,7597761,,,-1,0.238,0.059,,,1,2,0.363636364,,,0,,C11 H21 O4 S,11,21,4,1,0,,,,
163,250.108621,250.108482,250.108482,2331806,,0,-1,-0.558,-0.139,,,6,1.307692308,0.307692308,,,0,,C13 H16 N O4,13,16,4,0,1,,,,
164,251.092543,251.092497,251.092497,12188270,,,-1,-0.184,-0.046,,,6,1.230769231,0.384615385,,,0,,C13 H15 O5,13,15,5,0,0,,,,
165,251.128941,251.128883,251.128883,4021887,,,-1,-0.232,-0.058,,,5,1.428571429,0.285714286,,,0,,C14 H19 O4,14,19,4,0,0,,,,
166,251.132234,251.132254,251.132254,3556992,,,-1,0.08,0.02,,,0,2.181818182,0.363636364,,,0,,C11 H23 O4 S,11,23,4,1,0,,,,
167,252.087788,252.087746,252.087746,4803641,,0,-1,-0.164,-0.041,,,6,1.25,0.416666667,,,0,,C12 H14 N O5,12,14,5,0,1,,,,
168,252.099214,252.09898,252.09898,7312447,,0,-1,-0.93,-0.234,,,6,1.363636364,0.363636364,,,0,,C11 H14 N3 O4,11,14,4,0,3,,,,
169,253.038823,253.038748,253.038748,10896871,,,-1,-0.299,-0.076,,,2,1.75,0.875,,,0,,C8 H13 O7 S,8,13,7,1,0,,,,
170,253.071736,253.071762,253.071762,34889204,,,-1,0.101,0.025,,,6,1.166666667,0.5,,,0,,C12 H13 O6,12,13,6,0,0,,,,
171,253.075134,253.075133,253.075133,5285367,,,-1,-0.004,-0.001,,,1,2,0.666666667,,,0,,C9 H17 O6 S,9,17,6,1,0,,,,
172,253.108145,253.108147,253.108147,5561862,,,-1,0.007,0.002,,,5,1.384615385,0.384615385,,,0,,C13 H17 O5,13,17,5,0,0,,,,
173,253.111576,253.111519,253.111519,2146824,,,-1,-0.229,-0.058,,,0,2.2,0.5,,,0,,C10 H21 O5 S,10,21,5,1,0,,,,
174,253.217202,253.217304,253.217304,2127415,,,-1,0.402,0.102,,,2,1.875,0.125,,,0,,C16 H29 O2,16,29,2,0,0,,,,
175,254.103376,254.103396,254.103396,2791870,,0,-1,0.08,0.02,,,5,1.416666667,0.416666667,,,0,,C12 H16 N O5,12,16,5,0,1,,,,
