Index,m/z,Calibrated m/z,Calculated m/z,Peak Height,Resolving Power,S/N,Ion Charge,m/z Error (ppm),m/z Error Score,Isotopologue Similarity,Confidence Score,DBE,H/C,O/C,Heteroatom Class,Ion Type,Is Isotopologue,Mono Isotopic Index,Molecular Formula,C,H,O,S,N,13C,34S,18O,17O
860,380.113961,380.113961,380.113961,5159620,,0,-1,0.001,0,,,13,0.904761905,0.285714286,,,0,,C21 H18 N O6,21,18,6,0,1,,,,
861,380.135062,380.13509,380.13509,2884313,,0,-1,0.074,0.028,,,8,1.277777778,0.444444444,,,0,,C18 H22 N O8,18,22,8,0,1,,,,
862,380.146535,380.146324,380.146324,3581668,,0,-1,-0.557,-0.212,,,8,1.352941176,0.411764706,,,0,,C17 H22 N3 O7,17,22,7,0,3,,,,
863,381.082607,381.08272,381.08272,15734414,,,-1,0.297,0.113,,,9,1.058823529,0.588235294,,,0,,C17 H17 O10,17,17,10,0,0,,,,
864,381.119188,381.119106,381.119106,27166386,,,-1,-0.217,-0.083,,,8,1.222222222,0.5,,,0,,C18 H21 O9,18,21,9,0,0,,,,
865,381.155355,381.155491,381.155491,51480280,,,-1,0.357,0.136,,,7,1.368421053,0.421052632,,,0,,C19 H25 O8,19,25,8,0,0,,,,
866,381.192022,381.191877,381.191877,4669180,,,-1,-0.381,-0.145,,,6,1.5,0.35,,,0,,C20 H29 O7,20,29,7,0,0,,,,
867,383.098546,383.09837,383.09837,12619384,,,-1,-0.459,-0.176,,,8,1.176470588,0.588235294,,,0,,C17 H19 O10,17,19,10,0,0,,,,
868,383.134444,383.134756,383.134756,15166108,,,-1,0.814,0.312,,,7,1.333333333,0.5,,,0,,C18 H23 O9,18,23,9,0,0,,,,
869,383.171283,383.171141,383.171141,4460225,,,-1,-0.369,-0.141,,,6,1.473684211,0.421052632,,,0,,C19 H27 O8,19,27,8,0,0,,,,
870,384.14125,384.141238,384.141238,3483283,,0,-1,-0.031,-0.012,,,7,1.4375,0.5,,,0,,C16 H22 N3 O8,16,22,8,0,3,,,,
871,384.17767,384.177624,384.177624,4584120,,0,-1,-0.121,-0.046,,,6,1.588235294,0.411764706,,,0,,C17 H26 N3 O7,17,26,7,0,3,,,,
872,385.114081,385.11402,385.11402,16529001,,,-1,-0.157,-0.061,,,7,1.294117647,0.588235294,,,0,,C17 H21 O10,17,21,10,0,0,,,,
873,385.129229,385.129277,385.129277,13325944,,,-1,0.123,0.047,,,11,1.047619048,0.333333333,,,0,,C21 H21 O7,21,21,7,0,0,,,,
874,385.15026,385.150406,385.150406,10086029,,,-1,0.38,0.146,,,6,1.444444444,0.5,,,0,,C18 H25 O9,18,25,9,0,0,,,,
875,385.161244,385.161639,385.161639,3078296,,0,-1,1.026,0.395,,,6,1.529411765,0.470588235,,,0,,C17 H25 N2 O8,17,25,8,0,2,,,,
876,385.186774,385.186791,385.186791,5889714,,,-1,0.046,0.018,,,5,1.578947368,0.421052632,,,0,,C19 H29 O8,19,29,8,0,0,,,,
877,385.238281,385.238433,385.238433,2793190,,,-1,0.394,0.152,,,8,1.416666667,0.166666667,,,0,,C24 H33 O4,24,33,4,0,0,,,,
878,386.12455,386.124526,386.124526,3398246,,0,-1,-0.065,-0.025,,,11,1.05,0.35,,,0,,C20 H20 N O7,20,20,7,0,1,,,,
879,386.156813,386.156888,386.156888,5055111,,0,-1,0.195,0.075,,,6,1.5625,0.5,,,0,,C16 H24 N3 O8,16,24,8,0,3,,,,
880,386.193371,386.193274,386.193274,5941932,,0,-1,-0.252,-0.097,,,5,1.705882353,0.411764706,,,0,,C17 H28 N3 O7,17,28,7,0,3,,,,
881,387.108524,387.108541,387.108541,8433225,,,-1,0.045,0.018,,,11,1,0.4,,,0,,C20 H19 O8,20,19,8,0,0,,,,
882,387.12961,387.129671,387.129671,10882655,,,-1,0.155,0.06,,,6,1.411764706,0.588235294,,,0,,C17 H23 O10,17,23,10,0,0,,,,
883,387.140853,387.140904,387.140904,3151466,,0,-1,0.131,0.051,,,6,1.5,0.5625,,,0,,C16 H23 N2 O9,16,23,9,0,2,,,,
884,387.144992,387.144927,387.144927,23953006,,,-1,-0.168,-0.065,,,10,1.142857143,0.333333333,,,0,,C21 H23 O7,21,23,7,0,0,,,,
885,388.136262,388.136153,388.136153,4296282,,0,-1,-0.281,-0.109,,,6,1.533333333,0.6,,,0,,C15 H22 N3 O9,15,22,9,0,3,,,,
886,388.151093,388.151409,388.151409,3191401,,0,-1,0.813,0.316,,,10,1.210526316,0.315789474,,,0,,C19 H22 N3 O6,19,22,6,0,3,,,,
887,388.154713,388.15478,388.15478,3848812,,0.333333333,-1,0.173,0.067,,,5,1.6875,0.375,,,0,,C16 H26 N3 O6 S,16,26,6,1,3,,,,
888,388.172519,388.172538,388.172538,11027070,,0,-1,0.051,0.02,,,5,1.6875,0.5,,,0,,C16 H26 N3 O8,16,26,8,0,3,,,,
889,389.087864,389.087806,389.087806,3030557,,,-1,-0.151,-0.059,,,11,0.947368421,0.473684211,,,0,,C19 H17 O9,19,17,9,0,0,,,,
890,389.124083,389.124191,389.124191,63497792,,,-1,0.278,0.108,,,10,1.1,0.4,,,0,,C20 H21 O8,20,21,8,0,0,,,,
891,389.142462,389.142819,389.142819,6205012,,,-1,0.917,0.357,,,9,1.238095238,0.238095238,,,0,,C21 H25 O5 S,21,25,5,1,0,,,,
892,389.160642,389.160577,389.160577,196077152,,,-1,-0.168,-0.065,,,9,1.238095238,0.333333333,,,0,,C21 H25 O7,21,25,7,0,0,,,,
893,389.196934,389.196962,389.196962,4072075,,,-1,0.071,0.028,,,8,1.363636364,0.272727273,,,0,,C22 H29 O6,22,29,6,0,0,,,,
894,390.086341,390.086426,390.086426,3645967,,1,-1,0.219,0.085,,,6,1.4,0.6,,,0,,C15 H20 N O9 S,15,20,9,1,1,,,,
895,390.119447,390.11944,390.11944,4272689,,0,-1,-0.019,-0.007,,,10,1.105263158,0.421052632,,,0,,C19 H20 N O8,19,20,8,0,1,,,,
896,390.130871,390.130674,390.130674,4491837,,0,-1,-0.507,-0.198,,,10,1.166666667,0.388888889,,,0,,C18 H20 N3 O7,18,20,7,0,3,,,,
897,390.150261,390.149952,390.149952,16386640,,0,-1,-0.79,-0.308,,,18,0.777777778,0.074074074,,,0,,C27 H20 N O2,27,20,2,0,1,,,,
898,391.103385,391.103456,391.103456,16412180,,,-1,0.182,0.071,,,10,1.052631579,0.473684211,,,0,,C19 H19 O9,19,19,9,0,0,,,,
899,391.121948,391.122083,391.122083,3449383,,,-1,0.346,0.135,,,9,1.2,0.3,,,0,,C20 H23 O6 S,20,23,6,1,0,,,,
900,391.139893,391.139841,391.139841,417066560,,,-1,-0.132,-0.052,,,9,1.2,0.4,,,0,,C20 H23 O8,20,23,8,0,0,,,,
901,391.176119,391.176227,391.176227,804777536,,,-1,0.277,0.108,,,8,1.333333333,0.333333333,,,0,,C21 H27 O7,21,27,7,0,0,,,,
902,392.113367,392.113309,392.113309,5128722,,0.333333333,-1,-0.148,-0.058,,,5,1.642857143,0.571428571,,,0,,C14 H22 N3 O8 S,14,22,8,1,3,,,,
903,392.135113,392.13509,392.13509,3630120,,0,-1,-0.058,-0.023,,,9,1.210526316,0.421052632,,,0,,C19 H22 N O8,19,22,8,0,1,,,,
904,392.165319,392.165603,392.165603,3036742,,0,-1,0.722,0.283,,,17,0.851851852,0.074074074,,,0,,C27 H22 N O2,27,22,2,0,1,,,,
905,393.082596,393.08272,393.08272,8418789,,,-1,0.315,0.124,,,10,1,0.555555556,,,0,,C18 H17 O10,18,17,10,0,0,,,,
906,393.119142,393.119106,393.119106,84112904,,,-1,-0.092,-0.036,,,9,1.157894737,0.473684211,,,0,,C19 H21 O9,19,21,9,0,0,,,,
907,393.133687,393.133711,393.133711,3243544,,0.5,-1,0.06,0.024,,,4,1.733333333,0.533333333,,,0,,C15 H25 N2 O8 S,15,25,8,1,2,,,,
908,393.155376,393.155491,393.155491,1652815360,,,-1,0.293,0.115,,,8,1.3,0.4,,,0,,C20 H25 O8,20,25,8,0,0,,,,
909,393.191975,393.191877,393.191877,27063890,,,-1,-0.249,-0.098,,,7,1.428571429,0.333333333,,,0,,C21 H29 O7,21,29,7,0,0,,,,
910,394.114232,394.114355,394.114355,3927541,,0,-1,0.31,0.122,,,9,1.166666667,0.5,,,0,,C18 H20 N O9,18,20,9,0,1,,,,
911,394.125476,394.125588,394.125588,3648001,,0,-1,0.284,0.112,,,9,1.235294118,0.470588235,,,0,,C17 H20 N3 O8,17,20,8,0,3,,,,
912,394.153968,394.154112,394.154112,6670877,,1,-1,0.363,0.143,,,3,1.8125,0.5,,,0,,C16 H28 N O8 S,16,28,8,1,1,,,,
913,394.198358,394.198359,394.198359,2899530,,0,-1,0.002,0.001,,,7,1.526315789,0.315789474,,,0,,C19 H28 N3 O6,19,28,6,0,3,,,,
914,395.098394,395.09837,395.09837,12135892,,,-1,-0.06,-0.024,,,9,1.111111111,0.555555556,,,0,,C18 H19 O10,18,19,10,0,0,,,,
915,395.109321,395.109604,395.109604,5514719,,0,-1,0.716,0.283,,,9,1.176470588,0.529411765,,,0,,C17 H19 N2 O9,17,19,9,0,2,,,,
916,395.134702,395.134756,395.134756,284556800,,,-1,0.137,0.054,,,8,1.263157895,0.473684211,,,0,,C19 H23 O9,19,23,9,0,0,,,,
917,395.149211,395.149361,395.149361,5682696,,0.5,-1,0.379,0.15,,,3,1.866666667,0.533333333,,,0,,C15 H27 N2 O8 S,15,27,8,1,2,,,,
918,395.171166,395.171141,395.171141,339607072,,,-1,-0.061,-0.024,,,7,1.4,0.4,,,0,,C20 H27 O8,20,27,8,0,0,,,,
919,396.108268,396.108224,396.108224,7295435,,0.333333333,-1,-0.11,-0.044,,,4,1.769230769,0.692307692,,,0,,C13 H22 N3 O9 S,13,22,9,1,3,,,,
920,396.13001,396.130005,396.130005,6623713,,0,-1,-0.012,-0.005,,,8,1.277777778,0.5,,,0,,C18 H22 N O9,18,22,9,0,1,,,,
921,397.077647,397.077635,397.077635,8738199,,,-1,-0.031,-0.012,,,9,1.058823529,0.647058824,,,0,,C17 H17 O11,17,17,11,0,0,,,,
922,397.113895,397.11402,397.11402,84346296,,,-1,0.316,0.126,,,8,1.222222222,0.555555556,,,0,,C18 H21 O10,18,21,10,0,0,,,,
923,397.140188,397.14051,397.14051,5367254,,0,-1,0.812,0.322,,,12,1.047619048,0.285714286,,,0,,C21 H21 N2 O6,21,21,6,0,2,,,,
924,397.150508,397.150406,397.150406,34883040,,,-1,-0.256,-0.102,,,7,1.368421053,0.473684211,,,0,,C19 H25 O9,19,25,9,0,0,,,,
925,397.186688,397.186791,397.186791,22193668,,,-1,0.26,0.103,,,6,1.5,0.4,,,0,,C20 H29 O8,20,29,8,0,0,,,,
926,398.124572,398.124526,398.124526,10815918,,0,-1,-0.117,-0.047,,,12,1,0.333333333,,,0,,C21 H20 N O7,21,20,7,0,1,,,,
927,398.156671,398.156888,398.156888,6408654,,0,-1,0.545,0.217,,,7,1.470588235,0.470588235,,,0,,C17 H24 N3 O8,17,24,8,0,3,,,,
928,398.193291,398.193274,398.193274,5628403,,0,-1,-0.043,-0.017,,,6,1.611111111,0.388888889,,,0,,C18 H28 N3 O7,18,28,7,0,3,,,,
929,399.086927,399.08676,399.08676,3033454,,0.5,-1,-0.419,-0.167,,,8,1.25,0.5,,,0,,C16 H19 N2 O8 S,16,19,8,1,2,,,,
930,399.093328,399.093285,399.093285,7089524,,,-1,-0.109,-0.043,,,8,1.176470588,0.647058824,,,0,,C17 H19 O11,17,19,11,0,0,,,,
931,399.12963,399.129671,399.129671,10010008,,,-1,0.102,0.041,,,7,1.333333333,0.555555556,,,0,,C18 H23 O10,18,23,10,0,0,,,,
932,399.145009,399.144927,399.144927,6127015,,,-1,-0.205,-0.082,,,11,1.090909091,0.318181818,,,0,,C22 H23 O7,22,23,7,0,0,,,,
933,399.156346,399.15616,399.15616,10372531,,0,-1,-0.466,-0.186,,,11,1.142857143,0.285714286,,,0,,C21 H23 N2 O6,21,23,6,0,2,,,,
934,399.166114,399.166056,399.166056,10284476,,,-1,-0.145,-0.058,,,6,1.473684211,0.473684211,,,0,,C19 H27 O9,19,27,9,0,0,,,,
935,399.202387,399.202442,399.202442,3083745,,,-1,0.136,0.054,,,5,1.6,0.4,,,0,,C20 H31 O8,20,31,8,0,0,,,,
936,399.217348,399.217698,399.217698,2929135,,,-1,0.877,0.35,,,9,1.333333333,0.208333333,,,0,,C24 H31 O5,24,31,5,0,0,,,,
937,400.136331,400.136153,400.136153,4272512,,0,-1,-0.444,-0.178,,,7,1.4375,0.5625,,,0,,C16 H22 N3 O9,16,22,9,0,3,,,,
938,400.140292,400.140176,400.140176,8505732,,0,-1,-0.292,-0.117,,,11,1.095238095,0.333333333,,,0,,C21 H22 N O7,21,22,7,0,1,,,,
939,400.172431,400.172538,400.172538,6232484,,0,-1,0.268,0.107,,,6,1.588235294,0.470588235,,,0,,C17 H26 N3 O8,17,26,8,0,3,,,,
940,400.208857,400.208924,400.208924,3824072,,0,-1,0.166,0.066,,,5,1.722222222,0.388888889,,,0,,C18 H30 N3 O7,18,30,7,0,3,,,,
941,401.108921,401.108935,401.108935,13497667,,,-1,0.035,0.014,,,7,1.294117647,0.647058824,,,0,,C17 H21 O11,17,21,11,0,0,,,,
942,401.120127,401.120168,401.120168,3468622,,0,-1,0.102,0.041,,,7,1.375,0.625,,,0,,C16 H21 N2 O10,16,21,10,0,2,,,,
943,401.124309,401.124191,401.124191,11806034,,,-1,-0.294,-0.118,,,11,1.047619048,0.380952381,,,0,,C21 H21 O8,21,21,8,0,0,,,,
944,401.145406,401.145321,401.145321,13202791,,,-1,-0.213,-0.086,,,6,1.444444444,0.555555556,,,0,,C18 H25 O10,18,25,10,0,0,,,,
945,401.160505,401.160577,401.160577,48338296,,,-1,0.179,0.072,,,10,1.181818182,0.318181818,,,0,,C22 H25 O7,22,25,7,0,0,,,,
946,401.265758,401.26571,401.26571,5422558,,0,-1,-0.118,-0.047,,,3,1.9,0.3,,,0,,C20 H37 N2 O6,20,37,6,0,2,,,,
947,402.151736,402.151803,402.151803,7381320,,0,-1,0.167,0.067,,,6,1.5625,0.5625,,,0,,C16 H24 N3 O9,16,24,9,0,3,,,,
948,402.155833,402.155826,402.155826,5624140,,0,-1,-0.017,-0.007,,,10,1.19047619,0.333333333,,,0,,C21 H24 N O7,21,24,7,0,1,,,,
949,402.188241,402.188188,402.188188,7948652,,0,-1,-0.131,-0.053,,,5,1.705882353,0.470588235,,,0,,C17 H28 N3 O8,17,28,8,0,3,,,,
950,403.103364,403.103456,403.103456,11099374,,,-1,0.227,0.092,,,11,1,0.45,,,0,,C20 H19 O9,20,19,9,0,0,,,,
951,403.124826,403.124585,403.124585,4265219,,,-1,-0.598,-0.241,,,6,1.411764706,0.647058824,,,0,,C17 H23 O11,17,23,11,0,0,,,,
952,403.130052,403.129945,403.129945,10636552,,0,-1,-0.266,-0.107,,,15,0.869565217,0.217391304,,,0,,C23 H19 N2 O5,23,19,5,0,2,,,,
953,403.139912,403.139841,403.139841,988028160,,,-1,-0.174,-0.07,,,10,1.142857143,0.380952381,,,0,,C21 H23 O8,21,23,8,0,0,,,,
954,403.176108,403.176227,403.176227,20290870,,,-1,0.294,0.118,,,9,1.272727273,0.318181818,,,0,,C22 H27 O7,22,27,7,0,0,,,,
955,404.098572,404.098705,404.098705,9482427,,0,-1,0.328,0.132,,,11,1,0.473684211,,,0,,C19 H18 N O9,19,18,9,0,1,,,,
956,404.119892,404.119834,404.119834,3006671,,0,-1,-0.144,-0.058,,,6,1.4375,0.6875,,,0,,C16 H22 N O11,16,22,11,0,1,,,,
957,404.135358,404.13509,404.13509,7209183,,0,-1,-0.663,-0.268,,,10,1.15,0.4,,,0,,C20 H22 N O8,20,22,8,0,1,,,,
958,404.167468,404.167453,404.167453,3515646,,0,-1,-0.038,-0.015,,,5,1.6875,0.5625,,,0,,C16 H26 N3 O9,16,26,9,0,3,,,,
959,404.182559,404.182709,404.182709,5208333,,0,-1,0.372,0.15,,,9,1.35,0.3,,,0,,C20 H26 N3 O6,20,26,6,0,3,,,,
960,404.265449,404.265376,404.265376,4051293,,0,-1,-0.179,-0.073,,,2,1.95,0.35,,,0,,C20 H38 N O7,20,38,7,0,1,,,,
961,405.083015,405.08272,405.08272,3251320,,,-1,-0.727,-0.294,,,11,0.947368421,0.526315789,,,0,,C19 H17 O10,19,17,10,0,0,,,,
962,405.086223,405.086092,405.086092,8406139,,,-1,-0.325,-0.132,,,6,1.375,0.625,,,0,,C16 H21 O10 S,16,21,10,1,0,,,,
963,405.118981,405.119106,405.119106,191636640,,,-1,0.307,0.124,,,10,1.1,0.45,,,0,,C20 H21 O9,20,21,9,0,0,,,,
964,405.137337,405.137733,405.137733,6372525,,,-1,0.978,0.396,,,9,1.238095238,0.285714286,,,0,,C21 H25 O6 S,21,25,6,1,0,,,,
965,405.140618,405.140235,405.140235,3482800,,,-1,-0.945,-0.383,,,5,1.529411765,0.647058824,,,0,,C17 H25 O11,17,25,11,0,0,,,,
966,405.155537,405.155491,405.155491,463480000,,,-1,-0.112,-0.045,,,9,1.238095238,0.380952381,,,0,,C21 H25 O8,21,25,8,0,0,,,,
967,405.170053,405.170096,405.170096,3600589,,0.5,-1,0.106,0.043,,,4,1.764705882,0.411764706,,,0,,C17 H29 N2 O7 S,17,29,7,1,2,,,,
968,405.191821,405.191877,405.191877,47949024,,,-1,0.138,0.056,,,8,1.363636364,0.318181818,,,0,,C22 H29 O7,22,29,7,0,0,,,,
969,406.077821,406.077969,406.077969,3163194,,0,-1,0.365,0.148,,,11,0.944444444,0.555555556,,,0,,C18 H16 N O10,18,16,10,0,1,,,,
970,406.114544,406.114355,406.114355,3936350,,0,-1,-0.466,-0.189,,,10,1.105263158,0.473684211,,,0,,C19 H20 N O9,19,20,9,0,1,,,,
971,406.128986,406.128959,406.128959,4076652,,0.333333333,-1,-0.065,-0.026,,,5,1.666666667,0.533333333,,,0,,C15 H24 N3 O8 S,15,24,8,1,3,,,,
972,406.135468,406.135484,406.135484,3689586,,0,-1,0.04,0.016,,,5,1.5625,0.6875,,,0,,C16 H24 N O11,16,24,11,0,1,,,,
973,407.076592,407.07659,407.07659,4936699,,0.5,-1,-0.005,-0.002,,,6,1.428571429,0.714285714,,,0,,C14 H19 N2 O10 S,14,19,10,1,2,,,,
974,407.098311,407.09837,407.09837,19631120,,,-1,0.146,0.06,,,10,1.052631579,0.526315789,,,0,,C19 H19 O10,19,19,10,0,0,,,,
975,407.134822,407.134756,407.134756,290335808,,,-1,-0.163,-0.066,,,9,1.2,0.45,,,0,,C20 H23 O9,20,23,9,0,0,,,,
976,407.139915,407.140116,407.140116,4152376,,0,-1,0.493,0.201,,,18,0.769230769,0.115384615,,,0,,C26 H19 N2 O3,26,19,3,0,2,,,,
977,407.146043,407.145989,407.145989,5016638,,0,-1,-0.131,-0.053,,,9,1.263157895,0.421052632,,,0,,C19 H23 N2 O8,19,23,8,0,2,,,,
978,407.171104,407.171141,407.171141,553397312,,,-1,0.092,0.037,,,8,1.333333333,0.380952381,,,0,,C21 H27 O8,21,27,8,0,0,,,,
979,407.181936,407.182375,407.182375,4371552,,0,-1,1.078,0.439,,,8,1.4,0.35,,,0,,C20 H27 N2 O7,20,27,7,0,2,,,,
980,407.207562,407.207527,407.207527,12205177,,,-1,-0.087,-0.035,,,7,1.454545455,0.318181818,,,0,,C22 H31 O7,22,31,7,0,0,,,,
981,408.130026,408.130005,408.130005,3772394,,0,-1,-0.051,-0.021,,,9,1.210526316,0.473684211,,,0,,C19 H22 N O9,19,22,9,0,1,,,,
982,408.140981,408.141238,408.141238,6492149,,0,-1,0.631,0.257,,,9,1.277777778,0.444444444,,,0,,C18 H22 N3 O8,18,22,8,0,3,,,,
983,408.156516,408.156494,408.156494,4145155,,0,-1,-0.053,-0.022,,,13,1.045454545,0.227272727,,,0,,C22 H22 N3 O5,22,22,5,0,3,,,,
984,409.07114,409.07111,409.07111,4676456,,0.5,-1,-0.072,-0.03,,,10,1.058823529,0.470588235,,,0,,C17 H17 N2 O8 S,17,17,8,1,2,,,,
985,409.077828,409.077635,409.077635,4922222,,,-1,-0.471,-0.193,,,10,1,0.611111111,,,0,,C18 H17 O11,18,17,11,0,0,,,,
986,409.113927,409.11402,409.11402,43594640,,,-1,0.228,0.093,,,9,1.157894737,0.526315789,,,0,,C19 H21 O10,19,21,10,0,0,,,,
987,409.125165,409.125254,409.125254,5968795,,0,-1,0.216,0.089,,,9,1.222222222,0.5,,,0,,C18 H21 N2 O9,18,21,9,0,2,,,,
988,409.128803,409.128625,409.128625,3951519,,0.5,-1,-0.434,-0.177,,,4,1.733333333,0.6,,,0,,C15 H25 N2 O9 S,15,25,9,1,2,,,,
989,409.150446,409.150406,409.150406,779367360,,,-1,-0.097,-0.04,,,8,1.3,0.45,,,0,,C20 H25 O9,20,25,9,0,0,,,,
990,409.155577,409.155766,409.155766,11531192,,0,-1,0.461,0.189,,,17,0.846153846,0.115384615,,,0,,C26 H21 N2 O3,26,21,3,0,2,,,,
991,409.165173,409.165011,409.165011,3390401,,0.5,-1,-0.396,-0.162,,,3,1.875,0.5,,,0,,C16 H29 N2 O8 S,16,29,8,1,2,,,,
992,409.186736,409.186791,409.186791,469119968,,,-1,0.134,0.055,,,7,1.428571429,0.380952381,,,0,,C21 H29 O8,21,29,8,0,0,,,,
993,410.109185,410.109269,410.109269,6614843,,0,-1,0.205,0.084,,,9,1.166666667,0.555555556,,,0,,C18 H20 N O10,18,20,10,0,1,,,,
994,410.120323,410.120503,410.120503,5240646,,0,-1,0.438,0.179,,,9,1.235294118,0.529411765,,,0,,C17 H20 N3 O9,17,20,9,0,3,,,,
995,410.12389,410.123874,410.123874,7696201,,0.333333333,-1,-0.039,-0.016,,,4,1.785714286,0.642857143,,,0,,C14 H24 N3 O9 S,14,24,9,1,3,,,,
996,410.145764,410.145655,410.145655,13952861,,0,-1,-0.267,-0.109,,,8,1.315789474,0.473684211,,,0,,C19 H24 N O9,19,24,9,0,1,,,,
997,411.093205,411.093285,411.093285,23239380,,,-1,0.195,0.08,,,9,1.111111111,0.611111111,,,0,,C18 H19 O11,18,19,11,0,0,,,,
998,411.107571,411.10789,411.10789,3820258,,0.5,-1,0.775,0.319,,,4,1.714285714,0.714285714,,,0,,C14 H23 N2 O10 S,14,23,10,1,2,,,,
999,411.129789,411.129671,411.129671,137771760,,,-1,-0.289,-0.119,,,8,1.263157895,0.526315789,,,0,,C19 H23 O10,19,23,10,0,0,,,,
